lesson	sent_id	sound_file	sent	trans	grammar_sent	vocab_sent	kanji_sent
lesson07b	07b_06	sound/07b_06.mov	当時の日本人のはかない人生に対する無常観をよく表した言葉であると思う。	I feel these are words that express very well the sense of evanescence of the Japanese of the time regarding human life.	当時の日本人のはかない人生に対する無常観をよく表した言葉であると思う。	<a onclick="show('../vocab/51.html')">当時</a>の日本人の<a onclick="show('../vocab/339.html')">はかない</a>人生に<a onclick="show('../vocab/1817.html')">対する</a><a onclick="show('../vocab/486.html')">無常観</a>をよく<a onclick="show('../vocab/1554.html')">表し</a>た<a onclick="show('../vocab/2096.html')">言葉</a>であると思う。	当時の日本人のはかない人生に対する無常観をよく表した言葉であると思う。
lesson07b	07b_07	sound/07b_07.mov	長明（ながあきらとも読む）は、下鴨神社という京都の近くにある神社の禰宜の次男として生まれた。	Chōmei (his name may also be read Nagaakira) was the second         son born to the Chief Priest of the Shimogamo Shrine, a shrine near Kyōto.	長明（ながあきらとも読む）は、下鴨神社という京都の近くにある神社の禰宜の次男として生まれた。	<a onclick="show('../vocab/530.html')">長明</a>（ながあきらとも読む）は、<a onclick="show('../vocab/1818.html')">下鴨神社</a>という<a onclick="show('../vocab/1456.html')">京都</a>の近くにある神社の<a onclick="show('../vocab/532.html')">禰宜</a>の<a onclick="show('../vocab/1819.html')">次男</a>として生まれた。	長明（ながあきらとも読む）は、下鴨神社という京都の近くにある神社の禰宜の次男として生まれた。
lesson07b	07b_08	sound/07b_08.mov	若い頃に父兄に死別し、父のあとを継いで神官になるつもりでいたが、親戚にその職を奪われて出世ができなくなってしまった。	He lost his father and older brother at an early age and thought he would succeed his father as a Shintō priest, but the position was usurped from him by a relative, and he was unable to advance in the world.	若い頃に父兄に死別し、父のあとを継いで<a onclick="show('../grammar/44.html')">神官になるつもりでいた</a>が、親戚にその職を奪われて出世ができなくなってしまった。	<a onclick="show('../vocab/721.html')">若い</a><a onclick="show('../vocab/1586.html')">頃</a>に<a onclick="show('../vocab/533.html')">父兄</a>に<a onclick="show('../vocab/210.html')">死別し</a>、父の<a onclick="show('../vocab/534.html')">あとを継いで</a><a onclick="show('../vocab/535.html')">神官</a>になるつもりでいたが、<a onclick="show('../vocab/536.html')">親戚</a>にその<a onclick="show('../vocab/1820.html')">職</a>を<a onclick="show('../vocab/537.html')">奪わ</a>れて<a onclick="show('../vocab/673.html')">出世</a>ができなくなってしまった。	若い頃に父兄に死別し、父のあとを継いで神<a onclick="show_gif('../kanji/297.gif')">官</a>になるつもりでいたが、親戚にその<a onclick="show_gif('../kanji/273.gif')">職</a>を奪われて出世ができなくなってしまった。
lesson07b	07b_09	sound/07b_09.mov	４０を越した長明は、信頼できない世の中をうらみながら出家し、大原という所に隠れて静かな閑居生活を始めた。	Resentful of this untrustworthy world, Chōmei, now more than 40 years old, took Buddhist vows, hid himself in a place called Ōhara, and led a quiet life of seclusion.	４０を越した長明は、信頼できない世の中をうらみながら出家し、大原という所に隠れて静かな閑居生活を始めた。	４０を<a onclick="show('../vocab/1821.html')">越した</a><a onclick="show('../vocab/530.html')">長明</a>は、<a onclick="show('../vocab/539.html')">信頼</a>できない世の中を<a onclick="show('../vocab/540.html')">うらみ</a>ながら<a onclick="show('../vocab/395.html')">出家</a>し、<a onclick="show('../vocab/541.html')">大原</a>という所に<a onclick="show('../vocab/1822.html')">隠れて</a><a onclick="show('../vocab/2097.html')">静かな</a><a onclick="show('../vocab/542.html')">閑居生活</a>を<a onclick="show('../vocab/1660.html')">始め</a>た。	４０を越した長明は、信頼できない世の中をうらみながら出家し、大原という所に隠れて静かな閑<a onclick="show_gif('../kanji/170.gif')">居</a>生活を始めた。
lesson07b	07b_10	sound/07b_10.mov	その後、日野外山に移り、小さい「方丈」（約３メ−トル四方）の庵を作り、残り短い生涯を送ったわけである。	Later he moved to a mountain called Hino Toyama, where he built a small (about 10 feet square) hermitage, and spent the rest of his short life.	その後、日野外山に移り、小さい「方丈」（約３メ−トル四方）の庵を作り、残り短い生涯を送ったわけである。	その後、<a onclick="show('../vocab/543.html')">日野外山</a>に<a onclick="show('../vocab/685.html')">移り</a>、小さい「<a onclick="show('../vocab/544.html')">方丈</a>」（<a onclick="show('../vocab/545.html')">約３メ−トル四方</a>）の<a onclick="show('../vocab/1824.html')">庵</a>を作り、残り<a onclick="show('../vocab/1825.html')">短い</a><a onclick="show('../vocab/1826.html')">生涯</a>を送ったわけである。	その後、日野外山に移り、小さい「方丈」（約３メ−トル四方）の庵を作り、残り<a onclick="show_gif('../kanji/376.gif')">短</a>い生涯を送ったわけである。
lesson07b	07b_11	sound/07b_11.mov	ここで長明は一生を顧みて、「おのづからみじかき運を悟りぬ」と書いて、「方丈記」を書き出した。	There Chōmei reflected back on his life, and began writing his "Hōjōki," which includes the words, "I realized of myself the brevity of my fate."	ここで長明は一生を顧みて、「おのづからみじかき運を悟りぬ」と書いて、「方丈記」を書き出した。	ここで<a onclick="show('../vocab/530.html')">長明</a>は<a onclick="show('../vocab/1682.html')">一生</a>を<a onclick="show('../vocab/548.html')">顧みて</a>、「<a onclick="show('../vocab/551.html')">おのづからみじかき運を悟りぬ</a>」と書いて、「<a onclick="show('../vocab/1812.html')">方丈記</a>」を<a onclick="show('../vocab/188.html')">書き出し</a>た。	ここで長明は一生を顧みて、「おのづからみじかき運を悟りぬ」と書いて、「方丈記」を書き出した。
lesson07b	07b_12	sound/07b_12.mov	「方丈記」には、その当時起こったいろいろな世の中の混乱や災害が書かれている。	"Hōjōki" writes about various worldly disturbances and disasters that occurred at the time.	「方丈記」には、その当時起こったいろいろな世の中の混乱や災害が書かれている。	「<a onclick="show('../vocab/1812.html')">方丈記</a>」には、その<a onclick="show('../vocab/51.html')">当時</a>起こったいろいろな世の中の<a onclick="show('../vocab/1827.html')">混乱</a>や<a onclick="show('../vocab/552.html')">災害</a>が書かれている。	「方丈記」には、その当時起こったいろいろな世の中の<a onclick="show_gif('../kanji/173.gif')">混</a><a onclick="show_gif('../kanji/174.gif')">乱</a>や災害が書かれている。
lesson07b	07b_13	sound/07b_13.mov	そして、そのようにゆくゆくは滅びていったりなくなったりしてしまうものに無駄なお金や力を注ぐ、俗世間に生きる人間の愚劣さを描いている。	It also depicts the foolishness of humanity pouring wasted money         and energy into worldly things that, with the passage of time, are destroyed         in that way.	そして、そのようにゆくゆくは滅びていったりなくなったりしてしまうものに無駄なお金や力を注ぐ、俗世間に生きる人間の愚劣さを描いている。	そして、そのように<a onclick="show('../vocab/553.html')">ゆくゆくは</a><a onclick="show('../vocab/554.html')">滅びて</a>いったりなくなったりしてしまうものに<a onclick="show('../vocab/555.html')">無駄な</a>お<a onclick="show('../vocab/69.html')">金</a>や力を<a onclick="show('../vocab/2013.html')">注ぐ</a>、<a onclick="show('../vocab/556.html')">俗世間</a>に生きる<a onclick="show('../vocab/111.html')">人間</a>の<a onclick="show('../vocab/557.html')">愚劣さ</a>を<a onclick="show('../vocab/1638.html')">描い</a>ている。	そして、そのようにゆくゆくは滅びていったりなくなったりしてしまうものに無駄なお金や力を<a onclick="show_gif('../kanji/317.gif')">注</a>ぐ、<a onclick="show_gif('../kanji/171.gif')">俗</a>世間に生きる人間の愚劣さを描いている。
lesson07b	07b_14	sound/07b_14.mov	対句仕立ての文節を通して、仏教的無常観や当時の都会生活のはかなさが見事に書き表されているのである。	Utilizing a parallel sentence structure, he skillfully depicts the vanity of city life of the time, and the Buddhist sense of mutability.	対句仕立ての文節を通して、仏教的無常観や当時の都会生活のはかなさが見事に書き表されているのである。	<a onclick="show('../vocab/558.html')">対句仕立て</a>の<a onclick="show('../vocab/559.html')">文節</a>を<a onclick="show('../vocab/840.html')">通して</a>、<a onclick="show('../vocab/40.html')">仏教</a>的<a onclick="show('../vocab/486.html')">無常観</a>や<a onclick="show('../vocab/51.html')">当時</a>の<a onclick="show('../vocab/1828.html')">都会生活</a>のはかなさが<a onclick="show('../vocab/833.html')">見事</a>に書き表されているのである。	対<a onclick="show_gif('../kanji/175.gif')">句</a>仕立ての文節を通して、仏教的無常観や当時の都会生活のはかなさが見事に書き表されているのである。
lesson07b	07b_15	sound/07b_15.mov	随筆の後半では、出家してからの自分の生活を描き、他人に迷惑のかからない静かな山の中での生活が、いかに気楽で味のあるものか説明している。	In the last half of his essay, he depicts his life after becoming a priest, and explains how tasteful and relaxed a quiet lifestyle, not posing difficulty to others, is.	随筆の後半では、出家してからの自分の生活を描き、他人に迷惑のかからない静かな山の中での生活が、いかに気楽で味のあるものか説明している。	<a onclick="show('../vocab/526.html')">随筆</a>の<a onclick="show('../vocab/560.html')">後半</a>では、<a onclick="show('../vocab/395.html')">出家</a>してからの自分の<a onclick="show('../vocab/1607.html')">生活</a>を<a onclick="show('../vocab/2010.html')">描き</a>、<a onclick="show('../vocab/1696.html')">他</a>人に<a onclick="show('../vocab/561.html')">迷惑のかからない</a><a onclick="show('../vocab/2097.html')">静かな</a>山の中での生活が、いかに<a onclick="show('../vocab/1829.html')">気楽</a>で<a onclick="show('../vocab/562.html')">味のある</a>ものか<a onclick="show('../vocab/1572.html')">説明</a>している。	随筆の後半では、出家してからの自分の生活を描き、他人に<a onclick="show_gif('../kanji/176.gif')">迷</a>惑のかからない静かな山の中での生活が、いかに気楽で味のあるものか説明している。
lesson07b	07b_16	sound/07b_16.mov	世のはかなさを逃れ奥深い山に籠った長明は、庵のかたわらに愛用の琴、琵琶を置き、そのほかには法華経、阿弥陀の絵像など仏道修行の道具だけしか備えておかなかったそうである。	It is said that Chōmei, who shut himself up in a mountain to escape the emptiness of the world, placed on one side of his hut his beloved koto and biwa, besides which he provided for himself nothing else but Buddhist worship objects, including the Lotus Sutra and a portrait of Amida.	世のはかなさを逃れ奥深い山に籠った長明は、庵のかたわらに愛用の琴、琵琶を置き、そのほかには法華経、阿弥陀の絵像など仏道修行の道具だけしか<a onclick="show('../grammar/45.html')">備えておかなかったそうである</a>。	世のはかなさを<a onclick="show('../vocab/1830.html')">逃れ</a>奥<a onclick="show('../vocab/1420.html')">深い</a>山に<a onclick="show('../vocab/564.html')">籠った</a><a onclick="show('../vocab/530.html')">長明</a>は、<a onclick="show('../vocab/1824.html')">庵</a>の<a onclick="show('../vocab/565.html')">かたわら</a>に<a onclick="show('../vocab/566.html')">愛用</a>の<a onclick="show('../vocab/567.html')">琴</a>、<a onclick="show('../vocab/1754.html')">琵琶</a>を置き、そのほかには<a onclick="show('../vocab/569.html')">法華経</a>、<a onclick="show('../vocab/570.html')">阿弥陀</a>の<a onclick="show('../vocab/571.html')">絵像</a>など<a onclick="show('../vocab/2119.html')">仏道修行</a>の<a onclick="show('../vocab/2012.html')">道具</a>だけしか<a onclick="show('../vocab/1346.html')">備えて</a>おかなかったそうである。	世のはかなさを逃れ奥深い山に籠った長明は、庵のかたわらに愛用の琴、琵琶を置き、そのほかには法華経、阿弥陀の絵像など仏道修行の道具だけしか備えておかなかったそうである。
lesson07b	07b_17	sound/07b_17.mov	しかし、最後の章では、煩悩を避け、心を修めるために山林に籠ったものの、やはり自分の心はまだ濁っており、聖人になることができない。これは、前世からの貧賤の報いで悩むのだろうか、それとも迷いの心のせいなのだろうか、わからぬが、ただそっと「南無阿弥陀仏」の念仏を口にするという自問自答のことばで結んでいる。	Nevertheless, he ends the last part of his essay with the following soliloquy: "Although I have confined myself in the forest in order to discipline my heart and avoid worldly pollutions, my heart, after all, is still defiled, and I have been unable to become a saint. I don't understand whether I suffer as a just retribution from a former existence, or just because of my confused heart.  All that is left is to quietly recite the nembutsu, 'Namu Amida Butsu,' from however defiled a heart."	しかし、最後の章では、煩悩を避け、心を修めるために<a onclick="show('../grammar/46.html')">山林に籠ったものの、</a>やはり自分の心はまだ濁っており、聖人になることができない。これは、前世からの貧賤の報いで悩むのだろうか、それとも迷いの心のせいなのだろうか、わからぬが、ただそっと「南無阿弥陀仏」の念仏を口にするという自問自答のことばで結んでいる。	しかし、<a onclick="show('../vocab/1750.html')">最後</a>の章では、<a onclick="show('../vocab/572.html')">煩悩</a>を<a onclick="show('../vocab/573.html')">避け</a>、心を<a onclick="show('../vocab/574.html')">修める</a>ために<a onclick="show('../vocab/575.html')">山林</a>に<a onclick="show('../vocab/564.html')">籠った</a>ものの、<a onclick="show('../vocab/696.html')">やはり</a>自分の心はまだ<a onclick="show('../vocab/576.html')">濁って</a>おり、<a onclick="show('../vocab/577.html')">聖人</a>になることができない。これは、<a onclick="show('../vocab/578.html')">前世</a>からの<a onclick="show('../vocab/579.html')">貧賤</a>の<a onclick="show('../vocab/580.html')">報い</a>で<a onclick="show('../vocab/581.html')">悩む</a>のだろうか、それとも<a onclick="show('../vocab/582.html')">迷いの心</a>のせいなのだろうか、わからぬが、ただ<a onclick="show('../vocab/583.html')">そっと</a>「<a onclick="show('../vocab/585.html')">南無阿弥陀仏</a>」の<a onclick="show('../vocab/586.html')">念仏</a>を<a onclick="show('../vocab/587.html')">口にする</a>という<a onclick="show('../vocab/588.html')">自問自答</a>のことばで<a onclick="show('../vocab/2011.html')">結んで</a>いる。	しかし、最後の章では、煩悩を避け、心を修めるために山林に籠ったものの、やはり自分の心はまだ濁っており、聖人になることができない。これは、前世からの貧賤の報いで悩むのだろうか、それとも<a onclick="show_gif('../kanji/176.gif')">迷</a>いの心のせいなのだろうか、わからぬが、ただそっと「南無阿弥陀仏」の念仏を口にするという自問自答のことばで結んでいる。
lesson07b	07b_18	sound/07b_18.mov	「方丈記」は、中世の人の心情を巧みに描いた作として、現在高く評価されているが、山奥で一人寂しい生活を送った長明は、自分が残した随筆がこれほど多くの人に読まれるようになるとは、予想もしていなかったことだろう。	"Hōjōki" is highly appraised today as a work which skillfully depicts the emotions of people of the medieval age, but Chōmei, who spent a lonely life alone in the midst of the mountains, surely never expected the essay he left behind to be read by so many people.	「方丈記」は、中世の人の心情を巧みに描いた作として、現在高く評価されているが、山奥で一人寂しい生活を送った長明は、自分が残した随筆がこれほど多くの人に読まれるようになるとは、<a onclick="show('../grammar/47.html')">予想もしていなかった</a>ことだろう。	「<a onclick="show('../vocab/1812.html')">方丈記</a>」は、<a onclick="show('../vocab/589.html')">中世</a>の人の<a onclick="show('../vocab/1832.html')">心情</a>を<a onclick="show('../vocab/219.html')">巧みに</a><a onclick="show('../vocab/1638.html')">描い</a>た作として、<a onclick="show('../vocab/1565.html')">現在</a>高く<a onclick="show('../vocab/1834.html')">評価</a>されているが、<a onclick="show('../vocab/1345.html')">山奥</a>で一人<a onclick="show('../vocab/1831.html')">寂しい</a><a onclick="show('../vocab/1607.html')">生活</a>を送った<a onclick="show('../vocab/530.html')">長明</a>は、自分が<a onclick="show('../vocab/2008.html')">残した</a><a onclick="show('../vocab/526.html')">随筆</a>がこれほど<a onclick="show('../vocab/1700.html')">多く</a>の人に読まれるようになるとは、<a onclick="show('../vocab/2009.html')">予想</a>もしていなかったことだろう。	「方丈記」は、中世の人の心情を巧みに描いた作として、現在高く<a onclick="show_gif('../kanji/177.gif')">評</a><a onclick="show_gif('../kanji/178.gif')">価</a>されているが、山奥で一人寂しい生活を送った長明は、自分が残した随筆がこれほど多くの人に読まれるようになるとは、予想もしていなかったことだろう。
lesson07b	07b_19	sound/07b_19.mov	まして、英訳されて外人にまで読まれるようになるなどとは、夢にも思っていなかったのではないか。	Furthermore, I am certain he never even dreamed it would be translated even into English and read by foreigners.	まして、英訳されて外人にまで読まれるようになるなどとは、夢にも思っていなかったのではないか。	<a onclick="show('../vocab/1344.html')">まして</a>、<a onclick="show('../vocab/1343.html')">英訳</a>されて<a onclick="show('../vocab/1835.html')">外人</a>にまで読まれるようになるなどとは、<a onclick="show('../vocab/466.html')">夢</a>にも思っていなかったのではないか。	まして、<a onclick="show_gif('../kanji/225.gif')">英</a><a onclick="show_gif('../kanji/179.gif')">訳</a>されて外人にまで読まれるようになるなどとは、夢にも思っていなかったのではないか。
lesson08a	TITLE	sound/L08a.mp3	織田信長	3			
lesson08a	08a_01	sound/08a_01.mov	金閣、銀閣を建ててはなやかな生活を楽しんだ室町幕府も、１５世紀の末になると全く力がなくなり、幕府の言うことを聞く者は一人もいなくなってしまいました。	The Muromachi Bakufu, which had built the Kinkaku and the Ginkaku and had enjoyed a gorgeous lifestyle, lost power completely toward the end of the 15th century, and there was no longer anyone who paid them any heed.	金閣、銀閣を建ててはなやかな生活を楽しんだ室町幕府も、１５世紀の末になると全く力がなくなり、幕府の言うことを聞く者は一人もいなくなってしまいました。	<a onclick="show('../vocab/594.html')">金閣</a>、<a onclick="show('../vocab/595.html')">銀閣</a>を<a onclick="show('../vocab/1571.html')">建て</a>て<a onclick="show('../vocab/145.html')">はなやかな</a><a onclick="show('../vocab/1607.html')">生活</a>を<a onclick="show('../vocab/1654.html')">楽しんだ</a><a onclick="show('../vocab/596.html')">室町幕府</a>も、１５<a onclick="show('../vocab/2098.html')">世紀</a>の<a onclick="show('../vocab/597.html')">末</a>になると<a onclick="show('../vocab/1793.html')">全く</a>力がなくなり、幕府の言うことを聞く者は一人もいなくなってしまいました。	金<a onclick="show_gif('../kanji/181.gif')">閣</a>、銀閣を建ててはなやかな生活を楽しんだ室町幕府も、１５世紀の<a onclick="show_gif('../kanji/182.gif')">末</a>になると全く力がなくなり、幕府の言うことを聞く者は一人もいなくなってしまいました。
lesson08a	08a_02	sound/08a_02.mov	そして、日本中がいろいろな国に分かれ、その指導者である大名が、我も我もと京都に進んで、全国を治めようと戦い合いました。	In addition, the country of Japan was divided into provinces, and the leaders of the provinces, the Daimyō (Feudal Lords), fought among themselves, each trying to advance on Kyōto and control the whole country.	そして、日本中がいろいろな国に分かれ、その指導者である大名が、我も我もと京都に進んで、全国を治めようと戦い合いました。	そして、日本中がいろいろな国に分かれ、その<a onclick="show('../vocab/598.html')">指導者</a>である<a onclick="show('../vocab/599.html')">大名</a>が、<a onclick="show('../vocab/600.html')">我も我も</a>と<a onclick="show('../vocab/1456.html')">京都</a>に進んで、<a onclick="show('../vocab/1752.html')">全国</a>を<a onclick="show('../vocab/601.html')">治め</a>ようと<a onclick="show('../vocab/1736.html')">戦い合い</a>ました。	そして、日本中がいろいろな国に分かれ、その<a onclick="show_gif('../kanji/183.gif')">指</a><a onclick="show_gif('../kanji/184.gif')">導</a>者である大名が、<a onclick="show_gif('../kanji/185.gif')">我</a>も我もと京都に進んで、全国を治めようと戦い合いました。
lesson08a	08a_03	sound/08a_03.mov	このような時代が百年間ぐらい続きますが、これを戦国時代と呼んでいます。	This period, known as the Warring States period, would continue for some 100 years.	このような時代が百年間ぐらい続きますが、これを戦国時代と呼んでいます。	このような時代が百年間ぐらい続きますが、これを<a onclick="show('../vocab/602.html')">戦国時代</a>と呼んでいます。	このような時代が百年間ぐらい続きますが、これを戦国時代と呼んでいます。
lesson08a	08a_04	sound/08a_04.mov	戦国時代に有名な戦いがいろいろ起こりましたが、特に、武田信玄と上杉謙信の戦いは有名です。	There were various well-known battles in the Warring States period, but particularly famous were the battles between Takeda Shingen and Uesugi Kenshin.	戦国時代に有名な戦いがいろいろ起こりましたが、特に、武田信玄と上杉謙信の戦いは有名です。	<a onclick="show('../vocab/602.html')">戦国時代</a>に<a onclick="show('../vocab/1588.html')">有名</a>な<a onclick="show('../vocab/1747.html')">戦い</a>がいろいろ<a onclick="show('../vocab/1718.html')">起こり</a>ましたが、<a onclick="show('../vocab/1605.html')">特に</a>、<a onclick="show('../vocab/1836.html')">武田信玄</a>と<a onclick="show('../vocab/1837.html')">上杉謙信</a>の戦いは有名です。	戦国時代に有名な戦いがいろいろ起こりましたが、特に、武田信玄と上杉謙信の戦いは有名です。
lesson08a	08a_05	sound/08a_05.mov	信濃の国（現在の長野県）の川中島で何度も何度も戦いましたが、いつも引き分けに終わり、ついに勝負がつかず、信玄も謙信も旗をあげて京都に進むことはできませんでした。	They fought battle after battle at Kawanakajima in Shinano Province (currently Nagano Prefecture), but each battle ended in a draw, and in the end no victor emerged; thus neither Shingen nor Kenshin were able to raise his banner and march on Kyōto.	信濃の国（現在の長野県）の川中島で何度も何度も戦いましたが、いつも引き分けに終わり、ついに勝負がつかず、信玄も謙信も旗をあげて京都に進むことはできませんでした。	<a onclick="show('../vocab/604.html')">信濃</a>の国（<a onclick="show('../vocab/1565.html')">現在</a>の<a onclick="show('../vocab/963.html')">長野県</a>）の<a onclick="show('../vocab/603.html')">川中島</a>で<a onclick="show('../vocab/2004.html')">何度も</a>何度も<a onclick="show('../vocab/1747.html')">戦い</a>ましたが、いつも<a onclick="show('../vocab/605.html')">引き分け</a>に終わり、<a onclick="show('../vocab/399.html')">ついに</a><a onclick="show('../vocab/606.html')">勝負</a>がつかず、<a onclick="show('../vocab/2015.html')">信玄</a>も<a onclick="show('../vocab/2016.html')">謙信</a>も<a onclick="show('../vocab/607.html')">旗をあげて</a><a onclick="show('../vocab/1456.html')">京都</a>に進むことはできませんでした。	信濃の国（現在の長野県）の川中島で何度も何度も戦いましたが、いつも引き分けに終わり、ついに勝負がつかず、信玄も謙信も<a onclick="show_gif('../kanji/186.gif')">旗</a>をあげて京都に進むことはできませんでした。
lesson08a	08a_06	sound/08a_06.mov	１６世紀の終わりになって、ようやく尾張の国（現在の愛知県）の大名が全国を統一しかけました。	Finally, toward the end of the 16th century, the Daimyō of Owari Province (modern Aichi Prefecture) began unifying Japan.	１６世紀の終わりになって、ようやく尾張の国（現在の愛知県）の大名が全国を統一しかけました。	１６<a onclick="show('../vocab/2098.html')">世紀</a>の終わりになって、<a onclick="show('../vocab/608.html')">ようやく</a><a onclick="show('../vocab/609.html')">尾張</a>の国（<a onclick="show('../vocab/1565.html')">現在</a>の<a onclick="show('../vocab/2017.html')">愛知県</a>）の<a onclick="show('../vocab/599.html')">大名</a>が<a onclick="show('../vocab/1752.html')">全国</a>を<a onclick="show('../vocab/427.html')">統一</a>しかけました。	１６世紀の終わりになって、ようやく尾張の国（現在の愛知県）の大名が全国を統一しかけました。
lesson08a	08a_07	sound/08a_07.mov	この大名が織田信長です。	He was Oda Nobunaga.	この大名が織田信長です。	この<a onclick="show('../vocab/599.html')">大名</a>が<a onclick="show('../vocab/1839.html')">織田信長</a>です。	この大名が織田信長です。
lesson08a	08a_08	sound/08a_08.mov	信長は非常に優れた家来、木下藤吉郎（後の豊臣秀吉）や新しい戦争の技術などの助けで、次々と大名を倒し京都に上りました。	Nobunaga, with the help of his outstanding retainer, Kinoshita         Tōkichirō (later called Toyotomi Hideyoshi), and new fighting         tactics (technology) overthrew Daimyō after Daimyō and advanced         on Kyōto.	信長は非常に優れた家来、木下藤吉郎（後の豊臣秀吉）や新しい戦争の技術などの助けで、次々と大名を倒し京都に上りました。	<a onclick="show('../vocab/2018.html')">信長</a>は<a onclick="show('../vocab/709.html')">非常に</a><a onclick="show('../vocab/610.html')">優れた</a><a onclick="show('../vocab/611.html')">家来</a>、<a onclick="show('../vocab/612.html')">木下藤吉郎</a>（後の<a onclick="show('../vocab/1840.html')">豊臣秀吉</a>）や<a onclick="show('../vocab/1661.html')">新しい</a><a onclick="show('../vocab/1499.html')">戦争</a>の<a onclick="show('../vocab/614.html')">技術</a>などの<a onclick="show('../vocab/1842.html')">助け</a>で、次々と<a onclick="show('../vocab/599.html')">大名</a>を<a onclick="show('../vocab/615.html')">倒し</a><a onclick="show('../vocab/1456.html')">京都</a>に上りました。	信長は非常に優れた家来、木下藤吉郎（後の豊<a onclick="show_gif('../kanji/188.gif')">臣</a>秀吉）や新しい戦争の技<a onclick="show_gif('../kanji/189.gif')">術</a>などの助けで、次々と大名を倒し京都に上りました。
lesson08a	08a_09	sound/08a_09.mov	残念なことに、日本統一もう一歩というところで、自分の家来の一人、明智光秀という武士に不意に襲われ、命を落としてしまいました。	Unfortunately, just on the verge of achieving full unification, he was taken in a surprise attack from his own retainer, the warrior Akechi Mitsuhide, and lost his life.	残念なことに、日本統一もう一歩というところで、自分の家来の一人、明智光秀という武士に不意に襲われ、命を落としてしまいました。	<a onclick="show('../vocab/616.html')">残念なことに</a>、日本<a onclick="show('../vocab/427.html')">統一</a><a onclick="show('../vocab/617.html')">もう一歩</a>というところで、自分の<a onclick="show('../vocab/611.html')">家来</a>の一人、<a onclick="show('../vocab/618.html')">明智光秀</a>という<a onclick="show('../vocab/308.html')">武士</a>に<a onclick="show('../vocab/619.html')">不意に</a><a onclick="show('../vocab/1841.html')">襲われ</a>、<a onclick="show('../vocab/2152.html')">命を落として</a>しまいました。	残念なことに、日本統一もう一歩というところで、自分の家来の一人、明智光秀という武士に不意に襲われ、命を落としてしまいました。
lesson08a	08a_10	sound/08a_10.mov	信長は気が短すぎるのでこんなことになってしまったと言われています。	Things arrived at such a state, it is said, because Nobunaga was too short-tempered.	信長は気が短すぎるのでこんなことになってしまったと言われています。	<a onclick="show('../vocab/2018.html')">信長</a>は気が<a onclick="show('../vocab/620.html')">短すぎる</a>のでこんなことになってしまったと言われています。	信長は気が短すぎるのでこんなことになってしまったと言われています。
lesson08a	08a_11	sound/08a_11.mov	例えば、信長は、ほかの大名を助けたり応援したりする者は、寺であろうと何であろうとすべて焼き払いました。	For example, Nobunaga burned to the ground  anything, be it a temple or whatever, that provided aid to other Daimyō.	例えば、信長は、ほかの大名を助けたり応援したりする者は、<a onclick="show('../grammar/48.html')">寺であろうと何であろうと</a>すべて焼き払いました。	<a onclick="show('../vocab/1730.html')">例えば</a>、<a onclick="show('../vocab/2018.html')">信長</a>は、ほかの<a onclick="show('../vocab/599.html')">大名</a>を<a onclick="show('../vocab/1842.html')">助け</a>たり<a onclick="show('../vocab/621.html')">応援し</a>たりする者は、寺であろうと何であろうとすべて<a onclick="show('../vocab/622.html')">焼き払い</a>ました。	例えば、信長は、ほかの大名を助けたり<a onclick="show_gif('../kanji/190.gif')">応</a>援したりする者は、寺であろうと何であろうとすべて焼き払いました。
lesson08a	08a_12	sound/08a_12.mov	京都の比叡山にある延暦寺という非常に有名な寺も、立派な建物や文化財を信長にすっかり焼かれてしまいました。	Even the very famous Enryakuji on Mt. Hiei had its splendid buildings and cultural treasures burned completely to the ground by Nobunaga.	京都の比叡山にある延暦寺という非常に有名な寺も、立派な建物や文化財を信長にすっかり焼かれてしまいました。	<a onclick="show('../vocab/1456.html')">京都</a>の<a onclick="show('../vocab/623.html')">比叡山</a>にある<a onclick="show('../vocab/624.html')">延暦寺</a>という<a onclick="show('../vocab/709.html')">非常に</a><a onclick="show('../vocab/1588.html')">有名</a>な寺も、<a onclick="show('../vocab/737.html')">立派な</a><a onclick="show('../vocab/101.html')">建物</a>や<a onclick="show('../vocab/627.html')">文化財</a>を<a onclick="show('../vocab/2018.html')">信長</a>に<a onclick="show('../vocab/628.html')">すっかり</a><a onclick="show('../vocab/1838.html')">焼</a>かれてしまいました。	京都の比叡山にある<a onclick="show_gif('../kanji/377.gif')">延</a>暦寺という非常に有名な寺も、立派な建物や文化<a onclick="show_gif('../kanji/191.gif')">財</a>を信長にすっかり焼かれてしまいました。
lesson08a	08a_13	sound/08a_13.mov	そのような信長が、恵林寺という寺を焼き払ってしまえと命じました。	Nobunaga commanded [his men] to burn down a temple known as Erinji.	そのような信長が、恵林寺という寺を焼き払ってしまえと命じました。	そのような<a onclick="show('../vocab/2018.html')">信長</a>が、<a onclick="show('../vocab/629.html')">恵林寺</a>という寺を<a onclick="show('../vocab/1838.html')">焼</a>き払ってしまえと<a onclick="show('../vocab/358.html')">命</a>じました。	そのような信長が、恵林寺という寺を焼き払ってしまえと命じました。
lesson08a	08a_14	sound/08a_14.mov	敵の兵隊をかくまっていたからです。	The reason was that it harbored enemy soldiers.	敵の兵隊をかくまっていたからです。	<a onclick="show('../vocab/2020.html')">敵の</a><a onclick="show('../vocab/631.html')">兵隊をかくまって</a>いたからです。	敵の兵隊をかくまっていたからです。
